Traditional,Simplified,Kanji,Hanja,Hanji,Reading,Old,Cantonese,Mandarin,Sino,Native,JGrade,Year Added,Sino,Native,KGrade,Sino-Vietnamese,Part of Speech,Meaning,Radical,Strokes
華,华,,,華,hua,hua,"fa 1 , wa 4 , wa 6 ","huá, huā, huà",カ、（ケ）,はな,S,,화,빛날,M,,,splendor,艸,10
禍,祸,,,禍,hua,hua,"wo 5 , wo 6 ",huò,カ,0,S,,화,재앙,H,,,calamity,示,13
靴,,,,靴,hua,hua,heu 1 ,xuē,カ,くつ,S,1981,0,0,0,,,shoes,革,13
畫,画,画,畵,画,"hua, haku","hua, huaku","wa 2 , wa 6 , waak 6 ",huà,ガ、カク,0,2,,화,그림,M,"dạch, hoạ, vạch, vệch",,tableau,田,8
丸,,,,丸,huan,huan,"yun 2 , yun 4 ",wán,ガン,まる、まる-い、まる-める,2,,환,알,H,"hoàn, hòn, giúp, xắp, xóp",,circle,丶,3
完,,,,完,huan,huan,yun 4 ,wán,カン,0,4,,완,완전할,M,,,perfect,宀,7
患,,,,患,huan,huan,waan 6 ,huàn,カン,わずら-う,S,,환,근심,M,,,afflicted,心,11
歡,欢,歓,,歓,huan,huan,fun 1 ,huān,カン,0,S,,환,기뻐할,M,,,delight,欠,15
換,换,,,換,huan,huan,wun 6 ,huàn,カン,か-える、か-わる,S,,환,바꿀,H,,,interchange,手,12
緩,缓,,,緩,huan,huan,"wun 4 , wun 6 ",huǎn,カン,ゆる-い、ゆる-やか、ゆる-む、ゆる-める,S,,완,느릴,H,,,slacken,糸,15
環,环,,,環,huan,huan,waan 4 ,huán,カン,0,S,,환,고리,H,,,ring,玉,17
幻,,,,幻,huan,huan,waan 6 ,huàn,ゲン,まぼろし,S,,0,0,0,,,phantasm,幺,4
喚,唤,,,喚,huan,huan,"fun 3 , wun 6 ",huàn,カン,0,S,,0,0,0,,,yell,口,12
還,还,,,還,"huan, suen","huan, suen","syun 4 , waan 4 ","huán, hái",カン,0,S,,환,돌아올,H,,,send back,辵,16
縣,县,県,,県,huen,huen,"yun 2 , yun 4 , yun 6 ",xiàn,ケン,0,3,,현,고을,H,,,prefecture,糸,9
玄,,,,玄,huen,huen,yun 4 ,xuán,ゲン,0,S,,현,검을,H,,,mysterious,玄,5
懸,悬,,,懸,huen,huen,yun 4 ,xuán,ケン、（ケ）,か-ける、か-かる,S,,현,매달,H,,,suspend,心,20
毀,毁,,毁,毀,hui,hui,wai 2 ,huǐ,キ,0,S,2010,훼,헐,H,,,destroy,殳,13
墮,堕,堕,,堕,"hui, tua","hui, tua","do 6 , fai 1 ",duò,ダ,0,S,,타,떨어질,H,,,degenerate,土,12
畜,,,,畜,"huku, tiu","hiuku, tiu",chuk 1 ,"chù, xù",チク,0,S,,축,가축,H,,,livestock,田,10
蓄,,,,蓄,"huku, tuku","hiuku, tiuku",chuk 1 ,xù,チク,たくわ-える,S,,축,쌓을,H,,,amass,艸,13
訓,训,,,訓,hun,hian,fan 3 ,xùn,クン,0,4,,훈,가르칠,M,,,instruction,言,10
混,,,,混,hun,huan,wan 6 ,"hùn, hún",コン,ま-じる、ま-ざる、ま-ぜる、こ-む,5,,혼,섞을,M,,,mix,水,11
婚,,,,婚,hun,huan,fan 1 ,hūn,コン,0,S,,혼,혼인할,M,,,marriage,女,11
魂,,,,魂,hun,huan,wan 4 ,hún,コン,たましい,S,,혼,넋,H,,,soul,鬼,14
勳,,勲,,勲,hun,hian,fan 1 ,xūn,クン,0,S,,0,0,0,,,meritorious deed,力,15
薰,,薫,,薫,hun,hian,fan 1 ,xūn,クン,かお-る,S,,0,0,0,,,fragrant,艸,16
戶,户,戸,,戸,huo,ho,wu 6 ,hù,コ,と,2,,호,지게,M,hộ,n,door,戶,4
湖,,,,湖,huo,ho,wu 4 ,hú,コ,みずうみ,3,,호,호수,M,,,lake,水,12
護,护,,,護,huo,ho,wu 6 ,hù,ゴ,0,5,,호,보호할,H,,,safeguard,言,20
呼,,,,呼,huo,ho,fu 1 ,hū,コ,よ-ぶ,6,,호,부를,M,,,call,口,8
虎,,,,虎,huo,ho,fu 2 ,"hǔ, hù",コ,とら,S,2010,호,범,M,,,tiger,虍,8
互,,,,互,huo,ho,wu 6 ,hù,ゴ,たが-い,S,,호,서로,H,,,mutually,二,4
弧,,,,弧,huo,ho,wu 4 ,hú,コ,0,S,,0,0,0,,,arc,弓,9
雇,,,,雇,"huo, kuo","ho, ko",gu 3 ,gù,コ,やと-う,S,,0,0,0,,,employ,隹,12
醫,医,医,,医,i,i,yi 1 ,yī,イ,0,3,,의,의원,M,,,medicine,酉,7
意,,,,意,i,i,yi 3 ,yì,イ,0,3,,의,뜻,M,,,idea,心,13
以,,,,以,i,i,"yi 5 , yu 5 ",yǐ,イ,0,4,,이,써,M,,,by means of,人,5
衣,,,,衣,i,i,"yi 1 , yi 3 ","yī, yì",イ,ころも,4,,의,옷,M,,,clothes,衣,6
議,议,,,議,i,i,"yi 3 , yi 5 , yi 6 ",yì,ギ,0,4,,의,의논할,M,,,deliberation,言,20
圍,围,囲,,囲,i,ui,wai 4 ,wéi,イ,かこ-む、かこ-う,4,,위,둘레,H,,,surround,囗,7
胃,,,,胃,i,ui,wai 6 ,wèi,イ,0,4,,위,밥통,H,,,stomach,肉,9
移,,,,移,i,i,yi 4 ,yí,イ,うつ-る、うつ-す,5,,이,옮길,M,,,shift,禾,11
義,义,,,義,i,i,yi 6 ,yì,ギ,0,5,,의,옳을,M,,,righteousness,羊,13
異,异,,,異,i,i,yi 6 ,yì,イ,こと,6,,이,다를,M,,,uncommon,田,11
疑,,,,疑,i,i,yi 4 ,yí,ギ,うたが-う,6,,의,의심할,H,,,doubt,疋,14
依,,,,依,i,i,yi 1 ,yī,イ、（エ）,0,S,,의,의지할,M,,,reliant,人,8
威,,,,威,i,ui,wai 1 ,wēi,イ,0,S,,위,위엄,M,,,intimidate,女,9
偉,伟,,,偉,i,ui,wai 5 ,wěi,イ,えら-い,S,,위,훌륭할,M,,,admirable,人,12
宜,,,,宜,i,i,yi 4 ,yí,ギ,0,S,,의,마땅할,H,,,best regards,宀,8
畏,,,,畏,i,ui,wai 3 ,wèi,イ,おそ-れる,S,2010,외,두려워할,H,,,fear,田,9
違,违,,,違,i,ui,wai 4 ,wéi,イ,ちが-う、ちが-える,S,,위,어길,H,,,differ,辵,13
慰,,,,慰,i,ui,wai 3 ,wèi,イ,なぐさ-める、なぐさ-む,S,,위,위로할,H,,,consolation,心,15
儀,仪,,,儀,i,i,yi 4 ,yí,ギ,0,S,,의,거동,H,,,ceremony,人,15
緯,纬,,,緯,i,ui,wai 5 ,wěi,イ,0,S,,위,씨,H,,,horizontal,糸,16
椅,,,,椅,i,i,"yi 1 , yi 2 ","yǐ, yī",イ,0,S,2010,0,0,0,,,chair,木,12
彙,汇,,,彙,i,ui,"wai 6 , wui 6 ",huì,イ,0,S,2010,0,0,0,,,same kind,彐,13
羨,,,,羨,i,i,sin 6 ,xiàn,セン,うらや-む、うらや-ましい,S,2010,0,0,0,,,envy,羊,13
擬,拟,,,擬,i,i,"yi 4 , yi 5 ",nǐ,ギ,0,S,,0,0,0,,,mimic,手,17
易,,,,易,"i, eku","i, yeku","yi 6 , yik 6 ",yì,エキ、イ,やさ-しい,5,,역,바꿀,M,,,easy,日,8
蛇,,,,蛇,jia,"i, jia, ta","yi 4 , se 4 ","shé, yí",ジャ、ダ,へび,S,1981,사,뱀,H,,n,snake,虫,11
姬,,姫,,姫,"i, ki","i, ki",gei 1 ,jī,0,ひめ,S,,0,0,0,,,princess,女,10
尉,,,,尉,"i, utu","ui, utu","wai 3 , wat 1 ","wèi, yù",イ,0,S,,0,0,0,,,military officer,寸,11
言,,,,言,ien,en,yin 4 ,yán,ゲン、ゴン,い-う、こと,2,,언,말씀,M,"ngôn, ngỏn, ngộn, ngổn, ngồn, ngủn",,say,言,7
演,,,,演,ien,yen,"yin 2 , yin 5 ",yǎn,エン,0,5,,연,연역할,H,,,perform,水,14
延,,,,延,ien,"jienu, yen",yin 4 ,yán,エン,の-びる、の-べる、の-ばす,6,,연,끌,H,,,prolong,廴,8
億,亿,,,億,iku,iku,yik 1 ,yì,オク,0,4,,억,억,M,,num,hundred million,人,15
域,,,,域,iku,uiku,wik 6 ,yù,イキ,0,6,,역,지경,H,,,range,土,11
翌,,,,翌,iku,iku,yik 6 ,yì,ヨク,0,6,,0,0,0,,,the following,羽,11
憶,忆,,,憶,iku,iku,yik 1 ,yì,オク,0,S,,억,생각할,M,,,recollection,心,16
抑,,,,抑,iku,iku,yik 1 ,yì,ヨク,おさ-える,S,,억,누를,H,,,repress,手,7
翼,,,,翼,iku,iku,yik 6 ,yì,ヨク,つばさ,S,,익,날개,H,"dực, dức",,wing,羽,17
臆,,,,臆,iku,iku,yik 1 ,yì,オク,0,S,2010,0,0,0,,,timidity,肉,17
音,,,,音,imu,imu,yam 1 ,yīn,オン、イン,おと、ね,1,,음,소리,M,"âm, ậm, ơm",n,sound,音,9
飲,饮,,飮,飲,imu,imu,"yam 2 , yam 3 ","yǐn, yìn",イン,の-む,3,,음,마실,M,,,drink,食,12
吟,,,,吟,imu,imu,"yam 4 , ngam 4 ",yín,ギン,0,S,,음,읊을,M,,,versify,口,7
陰,阴,,,陰,imu,imu,yam 1 ,yīn,イン,かげ、かげ-る,S,,음,그늘,M,,,shade,阜,11
淫,,,,淫,imu,imu,yam 4 ,yín,イン,みだ-ら,S,2010,음,음란할,H,,,lewdness,水,11
引,,,,引,in,in,yan 5 ,yǐn,イン,ひ-く、ひ-ける,2,,인,끌,M,"dẫn, dợn, giỡn, dận, giận",act,pull,弓,4
銀,银,,,銀,in,in,"ngan 2 , ngan 4 ",yín,ギン,0,3,,은,은,M,,n,silver,金,14
印,,,,印,in,in,"yan 3 , ngan 3 ",yìn,イン,しるし,4,,인,도장,M,,,mark,卩,6
因,,,,因,in,in,yan 1 ,yīn,イン,よ-る,5,,인,인할,M,,,cause,囗,6
姻,,,,姻,in,in,yan 1 ,yīn,イン,0,S,,인,혼인,H,,,matrimony,女,9
隱,隐,隠,,隠,in,in,yan 2 ,yǐn,イン,かく-す、かく-れる,S,,은,숨길,H,,,conceal,阜,14
應,应,応,,応,inu,inu,"ying 1 , ying 3 ","yīng, yìng",オウ,こた-える,5,,응,응할,M,,,respond,心,7
凝,,,,凝,inu,inu,"ying 4 , king 4 ",níng,ギョウ,こ-る、こ-らす,S,,응,엉길,H,,,congeal,冫,16
一,,,,一,itu,itu,yat 1 ,"yī, yí, yì",イチ、イツ,ひと、ひと-つ,1,,일,한,M,"nhất, nhắt, nhứt",num,one,一,1
乙,,,,乙,itu,itu,"yut 3 , yut 6 ",yǐ,オツ,0,S,,을,새,M,,,the latter,乙,1
逸,,,,逸,itu,itu,yat 6 ,yì,イツ,0,S,,일,편안할,H,,,deviate,辵,11
壹,,壱,,壱,itu,itu,"yat 1 , yik 1 ",yī,イチ,0,S,,0,0,0,,,one (Falsification prevention),士,7
左,,,,左,ja,ja,jo 2 ,zuǒ,サ,ひだり,1,,좌,왼,M,"tả, tá",,left (direction),工,5
佐,,,,佐,ja,ja,jo 3 ,zuǒ,サ,0,S,,좌,도울,H,,,help,人,7
詐,诈,,,詐,ja,ja,ja 3 ,zhà,サ,0,S,,사,속일,H,,,lie,言,12
搾,,,,搾,ja,ja,ja 3 ,zhà,サク,しぼ-る,S,,0,0,0,,,squeeze,手,13
査,,,,査,"ja, jai","ja, jai",cha 4 ,zhā,サ,0,5,,사,조사할,H,,,investigate,木,9
差,,,,差,"ja, jai, ji","ja, jai, ji","cha 1 , chaai 1 , chi 1 ","chà, chā, chāi, cī, chài",サ,さ-す,4,,차,어긋날,H,,,distinction,工,10
才,,,,才,jai,jai,choi 4 ,cái,サイ,0,2,,재,재주,M,tài,,genius,手,3
材,,,,材,jai,jai,choi 4 ,cái,ザイ,0,4,,재,재목,M,,,lumber,木,7
菜,,,,菜,jai,jai,choi 3 ,cài,サイ,な,4,,채,나물,M,,,vegetable,艸,11
最,,,,最,jai,juei,jeui 3 ,zuì,サイ,もっと-も,4,,최,가장,M,,,most,曰,12
再,,,,再,jai,jai,joi 3 ,zài,サイ、（サ）,ふたた-び,5,,재,두,M,,,again,冂,6
在,,,,在,jai,jai,joi 6 ,zài,ザイ,あ-る,5,,재,있을,M,,desc,exist,土,6
財,财,,,財,jai,jai,choi 4 ,cái,ザイ、（サイ）,0,5,,재,재물,M,,,wealth,貝,10
採,采,,,採,jai,jai,choi 2 ,cǎi,サイ,と-る,5,,채,캘,M,,,pick,手,11
災,灾,,,災,jai,jai,joi 1 ,zāi,サイ,わざわ-い,5,,재,재앙,H,,,disaster,火,7
裁,,,,裁,jai,jai,choi 4 ,cái,サイ,た-つ、さば-く,6,,재,마를,H,,,judge,衣,12
栽,,,,栽,jai,jai,joi 1 ,zāi,サイ,0,S,,재,심을,M,,,plantation,木,10
宰,,,,宰,jai,jai,joi 2 ,zǎi,サイ,0,S,,재,재상,H,,,superintend,宀,10
彩,,,,彩,jai,jai,choi 2 ,cǎi,サイ,いろど-る,S,,채,무늬,H,,,coloring,彡,11
載,载,,,載,jai,jai,"joi 2 , joi 3 ","zài, zǎi, dài, zāi, zī",サイ,の-せる、の-る,S,,재,실을,H,,,ride,車,13
采,,,,采,jai,jai,"choi 2 , choi 3 ","cǎi, cài",サイ,0,S,2010,0,0,0,,,form,釆,8
齋,斋,斎,,斎,jai,jai,"jaai 1 , jai 1 ",zhāi,サイ,0,S,,0,0,0,,,purification,齊,11
債,债,,,債,"jai, jaku","jai, jaku",jaai 3 ,zhài,サイ,0,S,,채,빚,H,,,bond,人,13
作,,,,作,jaku,jaku,jok 3 ,"zuò, zuō, zuó",サク、サ,つく-る,2,,작,지을,M,"tác, tố",,make,人,7
昨,,,,昨,jaku,jaku,"jok 3 , jok 6 ",zuó,サク,0,4,,작,어제,M,,,previous,日,9
責,责,,,責,jaku,jaku,jaak 3 ,"zé, zhài",セキ,せ-める,5,,책,꾸짖을,M,,,blame,貝,11
冊,册,,,冊,jaku,jaku,chaak 3 ,cè,サツ、サク,0,6,,책,책,M,,,counter for books,冂,5
策,,,,策,jaku,jaku,chaak 3 ,cè,サク,0,6,,책,꾀,H,,,scheme,竹,12
酌,,,,酌,jaku,jiaku,jeuk 3 ,zhuó,シャク,く-む,S,1981,작,따를,H,,,bartending,酉,10
捉,,,,捉,jaku,jaku,"juk 1 , juk 3 ",zhuō,ソク,とら-える,S,2010,착,잡을,H,,,capture,手,10
爵,,,,爵,jaku,jiaku,jeuk 3 ,jué,シャク,0,S,,작,벼슬,H,,,baron,爪,17
酢,,,,酢,jaku,jaku,"chou 3 , ja 3 , jok 6 ","cù, zuò",サク,す,S,,0,0,0,,,vinegar,酉,12
柵,栅,,,柵,"jaku, jeku, sian","jaku, jeku, san","chaak 3 , saan 1 , saan 3 ","zhà, shān",サク,0,S,2010,0,0,0,,,fence,木,9
錯,错,,,錯,"jaku, juo","jaku, jo","cho 3 , chok 3 , chou 3 ","cuò, cù, xī",サク,0,S,,착,섞일,H,,,confused,金,16
蠶,蚕,蚕,,蚕,jamu,jamu,chaam 4 ,cán,サン,かいこ,6,,0,0,0,,,silkworm,虫,10
慘,惨,惨,,惨,jamu,jamu,chaam 2 ,cǎn,サン、ザン,みじ-め,S,,참,참혹할,H,,,wretched,心,11
暫,暂,,,暫,jamu,jamu,jaam 6 ,zàn,ザン,0,S,,잠,잠시,H,,,temporarily,日,15
斬,斩,,,斬,jamu,jamu,jaam 2 ,"zhǎn, zhàn",ザン,き-る,S,2010,0,0,0,,,kill by slicing,斤,11
參,参,参,,参,"jamu, jimu, samu, simu","jamu, jimu, samu, simu","chaam 1 , cham 1 , saam 1 , sam 1 ","cān, shēn, cēn",サン,まい-る,4,,참,간여할,M,,,participate,厶,8
殘,残,残,,残,jan,jan,"chaan 1 , chaan 4 ",cán,ザン,のこ-る、のこ-す,4,,잔,해칠,H,,,remainder,歹,10
贊,赞,賛,,賛,jan,jan,jaan 3 ,zàn,サン,0,5,,찬,도울,H,,,approve,貝,15
棧,栈,桟,,桟,"jan, jien","jan, jien","jaan 2 , jaan 6 ",zhàn,サン,0,S,1981,0,0,0,,,scaffold,木,10
章,,,,章,janu,jianu,jeung 1 ,zhāng,ショウ,0,3,,장,글,M,,,chapter,立,11
爭,争,争,,争,janu,janu,"chaang 1 , jaang 1 , jang 1 ",zhēng,ソウ,あらそ-う,4,,쟁,다툴,M,,,conflict,爪,6
唱,,,,唱,janu,jianu,cheung 3 ,chàng,ショウ,とな-える,4,,창,노래,M,,,chant,口,11
倉,仓,,,倉,janu,janu,chong 1 ,cāng,ソウ,くら,4,,창,곳집,H,,,warehouse,人,10
狀,状,状,,状,janu,jianu,jong 6 ,zhuàng,ジョウ,0,5,,상,형상,H,,,form,犬,7
將,将,将,,将,janu,jianu,"jeung 1 , jeung 3 ","jiāng, jiàng, qiāng",ショウ,0,6,,장,장차,M,,,leader,寸,10
窓,,,,窓,janu,janu,cheung 1 ,chuāng,ソウ,まど,6,,창,창,M,,,window,穴,11
裝,装,装,,装,janu,jianu,jong 1 ,zhuāng,ソウ、ショウ,よそお-う,6,,장,꾸밀,H,,,attire,衣,12
創,创,,,創,janu,jianu,"chong 1 , chong 3 ","chuāng, chuàng",ソウ,つく-る,6,,창,비롯할,H,,,create,刀,12
障,,,,障,janu,jianu,jeung 3 ,zhàng,ショウ,さわ-る,6,,장,가로막을,H,,,hurt,阜,14
藏,,蔵,,蔵,janu,janu,"chong 4 , jong 6 ","cáng, zàng",ゾウ,くら,6,,장,감출,H,,,warehouse,艸,15
臟,脏,臓,,臓,janu,janu,jong 6 ,zàng,ゾウ,0,6,,장,내장,H,,,entrails,肉,19
壯,壮,壮,,壮,janu,jianu,jong 3 ,zhuàng,ソウ,0,S,,장,씩씩할,M,,,robust,士,6
床,,,,床,janu,jianu,chong 4 ,chuáng,ショウ,とこ、ゆか,S,,상,상,H,,,bed,广,7
莊,庄,荘,,荘,janu,jianu,jong 1 ,zhuāng,ソウ,0,S,,장,장중할,H,,,villa,艸,9
葬,,,,葬,janu,janu,jong 3 ,zàng,ソウ,ほうむ-る,S,,장,장사지낼,H,,,interment,艸,12
掌,,,,掌,janu,jianu,jeung 2 ,zhǎng,ショウ,0,S,,장,손바닥,H,,,manipulate,手,12
妝,妆,粧,,粧,janu,jianu,jong 1 ,zhuāng,ショウ,0,S,,장,단장할,H,,,cosmetics,米,12
獎,奖,奨,,奨,janu,jianu,jeung 2 ,jiǎng,ショウ,0,S,,장,장려할,H,,,exhort,大,13
匠,,,,匠,janu,jianu,jeung 6 ,jiàng,ショウ,0,S,,0,0,0,,,artisan,匚,6
彰,,,,彰,janu,jianu,jeung 1 ,zhāng,ショウ,0,S,,0,0,0,,,patent,彡,14
雜,杂,雑,,雑,japu,japu,jaap 6 ,zá,ザツ、ゾウ,0,5,,잡,섞일,H,,,miscellaneous,隹,14
扱,,,,扱,japu,japu,kap 1 ,"xī, chā, qì",0,あつか-う,S,,0,0,0,,,handle,手,6
插,,挿,,挿,japu,japu,chaap 3 ,chā,ソウ,さ-す,S,1981,0,0,0,,,insert,手,10
察,,,,察,jatu,jatu,chaat 3 ,chá,サツ,0,4,,찰,살필,M,,,guess,宀,14
札,,,,札,jatu,jatu,jaat 3 ,zhá,サツ,ふだ,4,,0,0,0,,,tag,木,5
刹,,,,刹,jatu,jatu,"chaat 3 , saat 3 ","chà, shā",サツ、セツ,0,S,2010,0,0,0,,,temple,刀,8
拶,,,,拶,jatu,juatu,jaat 3 ,"zā, zǎn",サツ,0,S,2010,0,0,0,,,be imminent,手,9
撮,,,,撮,jatu,juatu,chyut 3 ,"cuō, zuǒ",サツ,と-る,S,,0,0,0,,,snapshot,手,15
擦,,,,擦,jatu,jatu,chaat 3 ,cā,サツ,す-る、す-れる,S,,0,0,0,,,grate,手,17
早,,,,早,jau,jau,jou 2 ,zǎo,ソウ、（サッ）,はや-い、はや-まる、はや-める,1,,조,일찍,M,tảo,,early,日,6
草,,,,草,jau,jau,chou 2 ,cǎo,ソウ,くさ,1,,초,풀,M,"thảo, tháu, xáo",n,grass,艸,9
巢,,巣,,巣,jau,jau,chaau 4 ,cháo,ソウ,す,4,,0,0,0,,,nest,巛,11
造,,,,造,jau,jau,"chou 3 , chou 5 , jou 6 ",zào,ゾウ,つく-る,5,,조,만들,M,,,create,辵,10
抄,,,,抄,jau,jau,chaau 1 ,chāo,ショウ,0,S,,초,베낄,H,,,extract,手,7
爪,,,,爪,jau,jau,jaau 2 ,"zhǎo, zhuǎ",0,つめ、（つま）,S,2010,0,0,0,,,claw,爪,4
曹,,,,曹,jau,jau,chou 4 ,cáo,ソウ,0,S,1981,0,0,0,,,cadet,曰,11
遭,,,,遭,jau,jau,jou 1 ,zāo,ソウ,あ-う,S,,0,0,0,,,encounter,辵,14
槽,,,,槽,jau,jau,chou 4 ,cáo,ソウ,0,S,1981,0,0,0,,,vat,木,15
藻,,,,藻,jau,jau,jou 2 ,zǎo,ソウ,も,S,1981,0,0,0,,,seaweed,艸,19
繰,缲,,,繰,"jau, sau","jau, sau","chiu 1 , sou 1 , tiu 1 , jou 2 ","zǎo, sāo, qiāo",0,く-る,S,,0,0,0,,,winding,糸,19
操,,,,操,"jau, sou","jau, sou","chou 1 , chou 3 ",cāo,ソウ,みさお、あやつ-る,6,,조,잡을,H,,,maneuver,手,16
祭,,,,祭,jei,jei,jai 3 ,"jì, zhài",サイ,まつ-る、まつ-り,3,,제,제사,M,,,festival,示,11
妻,,,,妻,jei,jei,"chai 1 , chai 3 ","qī, qì",サイ,つま,5,,처,아내,M,,n,wife,女,8
罪,,,,罪,jei,juei,jeui 6 ,zuì,ザイ,つみ,5,,죄,허물,M,,,guilt,网,13
製,制,,,製,jei,jei,jai 3 ,zhì,セイ,0,5,,제,지을,M,,,manufacture,衣,14
制,,,,制,jei,jei,jai 3 ,zhì,セイ,0,5,,제,억제할,H,,,control,刀,8
際,际,,,際,jei,jei,jai 3 ,jì,サイ,きわ,5,,제,사이,H,,,occasion,阜,14
濟,济,済,,済,jei,jei,"jai 2 , jai 3 ","jǐ, jì",サイ,す-む、す-ます,6,,제,건널,H,,,settle,水,11
齊,齐,斉,,斉,jei,jei,"chai 4 , jai 6 , ji 1 ","qí, jì, zhāi",セイ,0,S,1981,제,가지런할,H,,,adjusted,齊,8
催,,,,催,jei,juei,cheui 1 ,cuī,サイ,もよお-す,S,,최,재촉할,H,,,sponsor,人,13
凄,,,,凄,jei,jei,chai 1 ,qī,セイ,0,S,2010,0,0,0,,,uncanny,冫,10
劑,剂,剤,,剤,"jei, jui","jei, jui",jai 1 ,jì,ザイ,0,S,,0,0,0,,,dose,刀,10
赤,,,,赤,jeku,jeku,"chek 3 , chik 3 ",chì,セキ、（シャク）,あか、あか-い、あか-らむ、あか-らめる,1,,적,붉을,M,xích,desc,red,赤,7
績,绩,,,績,jeku,jeku,"jek 3 , jik 1 ",jī,セキ,0,5,,적,길쌈할,H,,,exploits,糸,17
尺,,,,尺,jeku,jeku,"che 2 , chek 3 ","chǐ, chě",シャク,0,6,,척,자,M,,,shaku,尸,4
戚,,,,戚,jeku,jeku,chik 1 ,qī,セキ,0,S,2010,척,겨레,H,,,grieve,戈,11
寂,,,,寂,jeku,jeku,jik 6 ,jì,ジャク、（セキ）,さび、さび-しい、さび-れる,S,,적,고요할,H,,,loneliness,宀,11
跡,迹,,,跡,jeku,jeku,"jek 3 , jik 1 ",jī,セキ,あと,S,,적,자취,H,,,tracks,足,13
籍,,,,籍,jeku,jeku,jik 6 ,jí,セキ,0,S,,적,서적,H,,,enroll,竹,20
脊,,,,脊,jeku,jeku,"jek 3 , jik 3 ","jǐ, jí",セキ,0,S,2010,0,0,0,,,stature,肉,10
隻,只,,,隻,jeku,jeku,jek 3 ,zhī,セキ,0,S,,0,0,0,,,vessels,隹,10
積,积,,,積,"jeku, ji","jeku, ji",jik 1 ,jī,セキ,つ-む、つ-もる,4,,적,쌓을,H,,,accumulate,禾,16
刺,,,,刺,ji,"jeku, ji","chi 3 , chik 3 , sik 3 ","cì, cī",シ,さ-す、さ-さる,S,,자,찌를,H,,,thorn,刀,8
借,,,,借,"jeku, jia","jeku, jia",je 3 ,jiè,シャク,か-りる,4,,차,빌,M,,,borrow,人,10
斥,,,,斥,"jeku, jia","jeku, jia",chik 1 ,chì,セキ,0,S,,척,물리칠,H,,,reject,斤,5
適,适,,,適,"jeku, seku, teku","jeku, seku, teku","dik 1 , sik 1 ",shì,テキ,0,5,,적,갈,M,,,suitable,辵,14
拓,,,,拓,"jeku, taku","jeku, taku","taap 3 , tok 3 ","tuò, tà",タク,0,S,,척,열,H,,,clear (the land),手,8
占,,,,占,jemu,jiemu,"jim 1 , jim 3 ","zhān, zhàn",セン,し-める、うらな-う,S,,점,차지할,H,,,fortune telling,卜,5
漸,渐,,,漸,jemu,jiemu,"jim 1 , jim 6 ","jiàn, jiān, qián, chán",ゼン,0,S,,점,점점,H,,,steadily,水,14
潛,潜,潜,,潜,jemu,jiemu,chim 4 ,qián,セン,ひそ-む、もぐ-る,S,,잠,잠길,H,,,submerge,水,15
千,,,,千,jen,jen,chin 1 ,qiān,セン,ち,1,,천,일천,M,thiên,num,thousand,十,3
前,,,,前,jen,jen,chin 4 ,qián,ゼン,まえ,2,,전,앞,M,"tiền, tèn",post,in front,刀,9
薦,荐,,,薦,jen,jen,jin 3 ,jiàn,セン,すす-める,S,,천,천거할,H,,,recommend,艸,16
箋,笺,,,箋,jen,jen,jin 1 ,jiān,セン,0,S,2010,0,0,0,,,paper,竹,14
淺,浅,浅,,浅,"jen, jien","jen, jien",chin 2 ,"qiǎn, jiān",セン,あさ-い,4,,천,얕을,M,,,shallow,水,9
正,,,,正,jenu,jienu,"jeng 3 , jing 1 , jing 3 ","zhèng, zhēng",セイ、ショウ,ただ-しい、ただ-す、まさ,1,,정,바를,M,"chính, chếnh, chánh, chênh, giêng",desc,correct,止,5
青,,,靑,青,jenu,jenu,"cheng 1 , ching 1 ",qīng,セイ、（ショウ）,あお、あお-い,1,,청,푸를,M,"thanh, thênh, xanh",desc,blue,靑,8
晴,,,,晴,jenu,jienu,"cheng 4 , ching 4 ",qíng,セイ,は-れる、は-らす,2,,청,갤,M,"tạnh, tành, tình, thanh",act,clear up,日,12
整,,,,整,jenu,jienu,jing 2 ,zhěng,セイ,ととの-える、ととの-う,3,,정,가지런할,H,,,put in order,攴,16
清,,,淸,清,jenu,jienu,"cheng 1 , ching 1 ",qīng,セイ、（ショウ）,きよ-い、きよ-まる、きよ-める,4,,청,맑을,M,,,pure,水,11
靜,静,静,,静,jenu,jienu,jing 6 ,jìng,セイ、（ジョウ）,しず、しず-か、しず-まる、しず-める,4,,정,고요할,M,,,quiet,靑,14
政,,,,政,jenu,jienu,jing 3 ,zhèng,セイ、（ショウ）,まつりごと,5,,정,정사,M,,,politics,攴,9
情,,,,情,jenu,jienu,ching 4 ,qíng,ジョウ、（セイ）,なさ-け,5,,정,뜻,M,,,feelings,心,11
精,,,,精,jenu,jienu,"jeng 1 , jing 1 ",jīng,セイ、（ショウ）,0,5,,정,정할,M,,,refined,米,14
井,,,,井,jenu,jienu,"jeng 2 , jing 2 ",jǐng,セイ、（ショウ）,い,S,,정,우물,M,,,well,二,4
淨,净,浄,,浄,jenu,jienu,"jeng 6 , jing 6 ",jìng,ジョウ,0,S,,정,깨끗할,M,,,clean,水,9
請,请,,,請,jenu,jienu,"cheng 2 , ching 2 ","qǐng, qìng, qíng",セイ、（シン）,こ-う、う-ける,S,,청,청할,M,,,solicit,言,15
征,,,,征,jenu,jienu,jing 1 ,zhēng,セイ,0,S,,정,칠,H,,,subjugate,彳,8
